id,uf,municipio,codigo_ibge,regiao,canal,subcanal,tier,qtd_pontos_estimados,fluxo_diario_estimado,ticket_medio_estimado,faturamento_mensal_estimado,prioridade_expansao,fonte_dado,ano_base,metodologia_aplicada,nivel_confianca
557,SC,São José,4216602,Sul,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
558,SC,São José,4216602,Sul,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
559,SP,Campinas,3509502,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
560,SP,Guarulhos,3518800,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
561,SP,Interior de SP,,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
562,SP,Osasco,3534401,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
563,SP,Santo André,3547809,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
564,SP,Santos,3548500,Sudeste,shopping,shopping center,convencional,1,21200,7.5,11925.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
565,SP,São Bernardo do Campo,3548708,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
566,SP,São Paulo,3550308,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
567,SP,Sorocaba,3552205,Sudeste,shopping,shopping center,premium,1,13200,12.0,11880.00,1,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
568,BA,Alagoinhas,2900702,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
569,BA,Barreiras,2903201,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
570,BA,Eunápolis,2910727,Nordeste,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
571,BA,Eunápolis,2910727,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
572,BA,Ilhéus,2913606,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
573,BA,Interior de BA,,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,baixo
574,BA,Jequié,2918001,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
575,BA,Paulo Afonso,2924009,Nordeste,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
576,BA,Paulo Afonso,2924009,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
577,BA,Porto Seguro,2925303,Nordeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
578,BA,Porto Seguro,2925303,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
579,BA,Simões Filho,2930709,Nordeste,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
580,BA,Simões Filho,2930709,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
581,BA,Teixeira de Freitas,2931350,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
582,MG,Governador Valadares,3127701,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
583,MG,Governador Valadares,3127701,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
584,MG,Interior de MG,,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,baixo
585,MG,Ipatinga,3131307,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
586,MG,Ipatinga,3131307,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
587,MG,Ribeirão das Neves,3154606,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
588,MG,Ribeirão das Neves,3154606,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
589,MG,Sete Lagoas,3167202,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
590,MG,Sete Lagoas,3167202,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
591,MG,Uberaba,3170107,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
592,MG,Uberaba,3170107,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
593,PR,Araucária,4101804,Sul,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
594,PR,Araucária,4101804,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
595,PR,Colombo,4105805,Sul,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
596,PR,Colombo,4105805,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
597,PR,Foz do Iguaçu,4108304,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
598,PR,Guarapuava,4109401,Sul,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
599,PR,Guarapuava,4109401,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
600,PR,Paranaguá,4118204,Sul,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
601,PR,Paranaguá,4118204,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
602,RJ,Angra dos Reis,3300100,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
603,RJ,Barra Mansa,3300407,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
604,RJ,Barra Mansa,3300407,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
605,RJ,Cabo Frio,3300704,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
606,RJ,Itaboraí,3301900,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
607,RJ,Macaé,3302403,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
608,RJ,Mesquita,3302858,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,4,4417,7.5,47700.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
609,RJ,Mesquita,3302858,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
610,RJ,Nilópolis,3303203,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
611,RJ,Nilópolis,3303203,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
612,RJ,Nova Friburgo,3303401,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
613,RJ,Nova Friburgo,3303401,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
614,RJ,Teresópolis,3305802,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
615,RJ,Teresópolis,3305802,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
616,RS,Alvorada,4300604,Sul,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
617,RS,Alvorada,4300604,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
618,RS,Interior de RS,,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,baixo
619,RS,Passo Fundo,4314100,Sul,supermercado,supermercado/hipermercado grande formato,convencional,4,4417,7.5,47700.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
620,RS,Passo Fundo,4314100,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
621,RS,Rio Grande,4315602,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
622,RS,São Leopoldo,4318705,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
623,RS,Sapucaia do Sul,4320008,Sul,supermercado,supermercado/hipermercado grande formato,convencional,4,4417,7.5,47700.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
624,RS,Sapucaia do Sul,4320008,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
625,SC,Caçador,4203006,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
626,SC,Camboriú,4203204,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
627,SC,Interior de SC,,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,baixo
628,SC,Navegantes,4211306,Sul,supermercado,supermercado/hipermercado grande formato,convencional,5,4417,7.5,59625.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
629,SC,Navegantes,4211306,Sul,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
630,SC,São Bento do Sul,4215802,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
631,SC,Tubarão,4218707,Sul,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
632,SP,Interior de SP,,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,baixo
633,SP,Mauá,3529401,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
634,SP,Mauá,3529401,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
635,SP,Osasco,3534401,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
636,SP,Ribeirão Preto,3543402,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
637,SP,Santos,3548500,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,4,4417,7.5,47700.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
638,SP,Santos,3548500,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
639,SP,São José do Rio Preto,3549805,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,3,4417,7.5,35775.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
640,SP,São José do Rio Preto,3549805,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
641,SP,São José dos Campos,3549904,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,2,4417,12.0,23760.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
642,SP,Sorocaba,3552205,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,1,4417,12.0,11880.0,1,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
643,BA,Barreiras,2903201,Nordeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
644,BA,Camaçari,2905701,Nordeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
645,BA,Camaçari,2905701,Nordeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
646,BA,Ilhéus,2913606,Nordeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
647,BA,Interior de BA,,Nordeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
648,BA,Itabuna,2914802,Nordeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
649,BA,Itabuna,2914802,Nordeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
650,BA,Jequié,2918001,Nordeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
651,BA,Juazeiro,2918407,Nordeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
652,BA,Juazeiro,2918407,Nordeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
653,BA,Lauro de Freitas,2919207,Nordeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
654,MG,Belo Horizonte,3106200,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
655,MG,Belo Horizonte,3106200,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
656,MG,Betim,3106705,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
657,MG,Betim,3106705,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
658,MG,Contagem,3118601,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
659,MG,Contagem,3118601,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
660,MG,Interior de MG,,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
661,MG,Juiz de Fora,3136702,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
662,MG,Juiz de Fora,3136702,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
663,MG,Montes Claros,3143302,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
664,MG,Montes Claros,3143302,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
665,MG,Uberlândia,3170206,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
